"session";"unit_session_id";"item_id";"item_name";"answer";"created";"saved";"shown";"shown_relative";"answered";"answered_relative";"displaycount";"display_order";"hidden"
"";"31541860";"22931521";"page_11";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"88";""
"";"31541860";"22998749";"text_ai_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"89";""
"";"31541860";"22998752";"text_science_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"90";""
"";"31541860";"22998751";"text_goal_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"91";""
"";"31541860";"22998750";"text_3d_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"92";""
"";"31541860";"22998753";"text_perceived_difficulty_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"93";""
"";"31541860";"22998754";"text_accuracy_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"94";""
"";"31541860";"22998755";"text_perceived_informativity_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"95";""
"";"31541860";"22998756";"text_relevance_2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"96";""
"";"31541860";"22932568";"page_12";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"97";""
"";"31541860";"22998760";"text_goal_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"98";""
"";"31541860";"22998758";"text_ai_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"99";""
"";"31541860";"22998761";"text_science_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"100";""
"";"31541860";"22998759";"text_3d_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"101";""
"";"31541860";"22998762";"text_perceived_difficulty_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"102";""
"";"31541860";"22998763";"text_accuracy_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"103";""
"";"31541860";"22998764";"text_perceived_informativity_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"104";""
"";"31541860";"22998765";"text_relevance_3";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"105";""
"";"31541860";"22932764";"page_13";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"106";""
"";"31541860";"22998769";"text_goal_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"107";""
"";"31541860";"22998768";"text_3d_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"108";""
"";"31541860";"22998770";"text_science_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"109";""
"";"31541860";"22998767";"text_ai_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"110";""
"";"31541860";"22998771";"text_perceived_difficulty_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"111";""
"";"31541860";"22998772";"text_accuracy_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"112";""
"";"31541860";"22998773";"text_perceived_informativity_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"113";""
"";"31541860";"22998774";"text_relevance_4";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"114";""
"";"31541860";"22932768";"page_14";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"115";""
"";"31541860";"22998777";"text_3d_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"116";""
"";"31541860";"22998779";"text_science_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"117";""
"";"31541860";"22998776";"text_ai_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"118";""
"";"31541860";"22998778";"text_goal_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"119";""
"";"31541860";"22998780";"text_perceived_difficulty_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"120";""
"";"31541860";"22998781";"text_accuracy_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"121";""
"";"31541860";"22998782";"text_perceived_informativity_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"122";""
"";"31541860";"22998783";"text_relevance_5";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"123";""
"";"31541860";"22932773";"page_15";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"124";""
"";"31541860";"22998785";"text_ai_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"125";""
"";"31541860";"22998787";"text_goal_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"126";""
"";"31541860";"22998788";"text_science_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"127";""
"";"31541860";"22998786";"text_3d_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"128";""
"";"31541860";"22998789";"text_perceived_difficulty_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"129";""
"";"31541860";"22998790";"text_accuracy_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"130";""
"";"31541860";"22998791";"text_perceived_informativity_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"131";""
"";"31541860";"22998792";"text_relevance_6";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"132";""
"";"31541860";"22932889";"page_16";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"133";""
"";"31541860";"22844444";"attention_check_1b";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"134";""
"";"31541860";"22932894";"page_17";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"135";""
"";"31541860";"22877943";"check_graph";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"136";""
"";"31541860";"22887158";"note_checkgraph";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"137";""
"";"31541860";"22924968";"check_graph2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"138";""
"";"31541860";"22933028";"page_18";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"139";""
"";"31541860";"22887161";"note_checktext";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"140";""
"";"31541860";"22913461";"check_test";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"141";""
"";"31541860";"22913462";"note_checktext2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"142";""
"";"31541860";"22908313";"check_text2";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"143";""
"";"31541860";"22933033";"page_19";"";"2024-01-12 18:37:02";"";"";"";"";"";"";"144";""
"";"31554292";"22542976";"topic";"goal_oriented_vs_regular_class";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"0";"0"
"";"31554292";"22576743";"effect_size_1";"-0.2";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"1";"0"
"";"31554292";"22576744";"effect_size_2";"0.2";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"2";"0"
"";"31554292";"22763850";"effect_size_3";"0.8";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"3";"0"
"";"31554292";"22763851";"effect_size_4";"0.5";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"4";"0"
"";"31554292";"22763852";"effect_size_5";"-0.8";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"5";"0"
"";"31554292";"22763853";"effect_size_6";"-0.5";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"6";"0"
"";"31554292";"22993178";"effect_size_7";"-0.8";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"7";"0"
"";"31554292";"22993179";"effect_size_8";"0.5";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"8";"0"
"";"31554292";"22993180";"effect_size_9";"0.8";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"9";"0"
"";"31554292";"22993181";"effect_size_10";"-0.5";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"10";"0"
"";"31554292";"22993182";"effect_size_11";"-0.2";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"11";"0"
"";"31554292";"22993183";"effect_size_12";"0.2";"2024-01-13 15:13:36";"2024-01-13 15:13:37";"2024-01-13 15:13:37";"";"2024-01-13 15:13:37";"";"1";"12";"0"
"";"31554292";"22583679";"note_intro";"";"2024-01-13 15:13:36";"";"";"";"";"";"1";"13";"0"
"";"31554292";"22629466";"page_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"1";"14";"0"
"";"31554292";"22643980";"note_consent";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"15";""
"";"31554292";"22583680";"informed_consent";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"16";""
"";"31554292";"22643956";"page_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"17";""
"";"31554292";"22629422";"note_topic";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"18";""
"";"31554292";"22710704";"study_ai";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"19";""
"";"31554292";"22710705";"study_3d";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"20";""
"";"31554292";"22998681";"study_goal";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"21";""
"";"31554292";"22639986";"study_science";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"22";""
"";"31554292";"22603031";"page_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"23";""
"";"31554292";"22998740";"text_ai_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"24";""
"";"31554292";"22998741";"text_3d_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"25";""
"";"31554292";"22998742";"text_goal_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"26";""
"";"31554292";"22998743";"text_science_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"27";""
"";"31554292";"22998744";"text_perceived_difficulty_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"28";""
"";"31554292";"22998745";"text_accuracy_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"29";""
"";"31554292";"22998746";"text_perceived_informativity_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"30";""
"";"31554292";"22998747";"text_relevance_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"31";""
"";"31554292";"22931521";"page_11";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"32";""
"";"31554292";"22998752";"text_science_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"33";""
"";"31554292";"22998749";"text_ai_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"34";""
"";"31554292";"22998750";"text_3d_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"35";""
"";"31554292";"22998751";"text_goal_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"36";""
"";"31554292";"22998753";"text_perceived_difficulty_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"37";""
"";"31554292";"22998754";"text_accuracy_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"38";""
"";"31554292";"22998755";"text_perceived_informativity_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"39";""
"";"31554292";"22998756";"text_relevance_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"40";""
"";"31554292";"22932568";"page_12";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"41";""
"";"31554292";"22998761";"text_science_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"42";""
"";"31554292";"22998758";"text_ai_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"43";""
"";"31554292";"22998760";"text_goal_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"44";""
"";"31554292";"22998759";"text_3d_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"45";""
"";"31554292";"22998762";"text_perceived_difficulty_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"46";""
"";"31554292";"22998763";"text_accuracy_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"47";""
"";"31554292";"22998764";"text_perceived_informativity_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"48";""
"";"31554292";"22998765";"text_relevance_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"49";""
"";"31554292";"22932764";"page_13";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"50";""
"";"31554292";"22998768";"text_3d_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"51";""
"";"31554292";"22998769";"text_goal_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"52";""
"";"31554292";"22998770";"text_science_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"53";""
"";"31554292";"22998767";"text_ai_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"54";""
"";"31554292";"22998771";"text_perceived_difficulty_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"55";""
"";"31554292";"22998772";"text_accuracy_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"56";""
"";"31554292";"22998773";"text_perceived_informativity_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"57";""
"";"31554292";"22998774";"text_relevance_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"58";""
"";"31554292";"22932768";"page_14";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"59";""
"";"31554292";"22998777";"text_3d_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"60";""
"";"31554292";"22998778";"text_goal_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"61";""
"";"31554292";"22998776";"text_ai_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"62";""
"";"31554292";"22998779";"text_science_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"63";""
"";"31554292";"22998780";"text_perceived_difficulty_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"64";""
"";"31554292";"22998781";"text_accuracy_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"65";""
"";"31554292";"22998782";"text_perceived_informativity_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"66";""
"";"31554292";"22998783";"text_relevance_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"67";""
"";"31554292";"22932773";"page_15";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"68";""
"";"31554292";"22998787";"text_goal_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"69";""
"";"31554292";"22998785";"text_ai_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"70";""
"";"31554292";"22998788";"text_science_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"71";""
"";"31554292";"22998786";"text_3d_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"72";""
"";"31554292";"22998789";"text_perceived_difficulty_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"73";""
"";"31554292";"22998790";"text_accuracy_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"74";""
"";"31554292";"22998791";"text_perceived_informativity_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"75";""
"";"31554292";"22998792";"text_relevance_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"76";""
"";"31554292";"22932889";"page_16";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"77";""
"";"31554292";"22844444";"attention_check_1b";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"78";""
"";"31554292";"22932894";"page_17";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"79";""
"";"31554292";"22998686";"plot_goal_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"80";""
"";"31554292";"22998687";"plot_science_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"81";""
"";"31554292";"22998685";"plot_3d_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"82";""
"";"31554292";"22998684";"plot_ai_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"83";""
"";"31554292";"22998688";"plot_perceived_difficulty_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"84";""
"";"31554292";"22998689";"plot_accuracy_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"85";""
"";"31554292";"22998690";"plot_perceived_informativity_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"86";""
"";"31554292";"22998691";"plot_relevance_1";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"87";""
"";"31554292";"22644387";"page_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"88";""
"";"31554292";"22998694";"plot_3d_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"89";""
"";"31554292";"22998696";"plot_science_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"90";""
"";"31554292";"22998693";"plot_ai_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"91";""
"";"31554292";"22998695";"plot_goal_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"92";""
"";"31554292";"22998697";"plot_perceived_difficulty_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"93";""
"";"31554292";"22998698";"plot_accuracy_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"94";""
"";"31554292";"22998699";"plot_perceived_informativity_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"95";""
"";"31554292";"22998700";"plot_relevance_2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"96";""
"";"31554292";"22653720";"page_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"97";""
"";"31554292";"22998702";"plot_ai_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"98";""
"";"31554292";"22998705";"plot_science_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"99";""
"";"31554292";"22998703";"plot_3d_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"100";""
"";"31554292";"22998704";"plot_goal_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"101";""
"";"31554292";"22998706";"plot_perceived_difficulty_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"102";""
"";"31554292";"22998707";"plot_accuracy_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"103";""
"";"31554292";"22998708";"plot_perceived_informativity_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"104";""
"";"31554292";"22998709";"plot_relevance_3";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"105";""
"";"31554292";"22844443";"page_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"106";""
"";"31554292";"22998712";"plot_3d_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"107";""
"";"31554292";"22998714";"plot_science_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"108";""
"";"31554292";"22998711";"plot_ai_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"109";""
"";"31554292";"22998713";"plot_goal_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"110";""
"";"31554292";"22998715";"plot_perceived_difficulty_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"111";""
"";"31554292";"22998716";"plot_accuracy_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"112";""
"";"31554292";"22998717";"plot_perceived_informativity_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"113";""
"";"31554292";"22998718";"plot_relevance_4";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"114";""
"";"31554292";"22844484";"page_7";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"115";""
"";"31554292";"22998720";"plot_ai_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"116";""
"";"31554292";"22998721";"plot_3d_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"117";""
"";"31554292";"22998723";"plot_science_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"118";""
"";"31554292";"22998722";"plot_goal_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"119";""
"";"31554292";"22998724";"plot_perceived_difficulty_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"120";""
"";"31554292";"22998725";"plot_accuracy_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"121";""
"";"31554292";"22998726";"plot_perceived_informativity_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"122";""
"";"31554292";"22998727";"plot_relevance_5";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"123";""
"";"31554292";"22877986";"page_8";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"124";""
"";"31554292";"22998732";"plot_science_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"125";""
"";"31554292";"22998731";"plot_goal_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"126";""
"";"31554292";"22998729";"plot_ai_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"127";""
"";"31554292";"22998730";"plot_3d_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"128";""
"";"31554292";"22998733";"plot_perceived_difficulty_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"129";""
"";"31554292";"22998734";"plot_accuracy_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"130";""
"";"31554292";"22998735";"plot_perceived_informativity_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"131";""
"";"31554292";"22998736";"plot_relevance_6";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"132";""
"";"31554292";"22887211";"page_9";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"133";""
"";"31554292";"22844322";"attention_check_1a";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"134";""
"";"31554292";"22932744";"page_10";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"135";""
"";"31554292";"22877943";"check_graph";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"136";""
"";"31554292";"22887158";"note_checkgraph";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"137";""
"";"31554292";"22924968";"check_graph2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"138";""
"";"31554292";"22933028";"page_18";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"139";""
"";"31554292";"22887161";"note_checktext";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"140";""
"";"31554292";"22913461";"check_test";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"141";""
"";"31554292";"22913462";"note_checktext2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"142";""
"";"31554292";"22908313";"check_text2";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"143";""
"";"31554292";"22933033";"page_19";"";"2024-01-13 15:13:36";"";"";"";"";"";"";"144";""
"";"31554294";"22542976";"topic";"3d_video_vs_2d_video";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"0";"0"
"";"31554294";"22576743";"effect_size_1";"0.5";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"1";"0"
"";"31554294";"22576744";"effect_size_2";"-0.2";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"2";"0"
"";"31554294";"22763850";"effect_size_3";"-0.8";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"3";"0"
"";"31554294";"22763851";"effect_size_4";"0.2";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"4";"0"
"";"31554294";"22763852";"effect_size_5";"0.8";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"5";"0"
"";"31554294";"22763853";"effect_size_6";"-0.5";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"6";"0"
"";"31554294";"22993178";"effect_size_7";"0.2";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"7";"0"
"";"31554294";"22993179";"effect_size_8";"0.5";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"8";"0"
"";"31554294";"22993180";"effect_size_9";"-0.5";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"9";"0"
"";"31554294";"22993181";"effect_size_10";"-0.2";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"10";"0"
"";"31554294";"22993182";"effect_size_11";"0.8";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"11";"0"
"";"31554294";"22993183";"effect_size_12";"-0.8";"2024-01-13 15:13:41";"2024-01-13 15:13:42";"2024-01-13 15:13:42";"";"2024-01-13 15:13:42";"";"1";"12";"0"
"";"31554294";"22583679";"note_intro";"1";"2024-01-13 15:13:41";"2024-01-13 15:14:35";"2024-01-13 14:13:41";"2265";"2024-01-13 14:14:32";"53487";"1";"13";"0"
"";"31554294";"22629466";"page_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"14";"1"
"";"31554294";"22643980";"note_consent";"1";"2024-01-13 15:13:41";"2024-01-13 15:14:38";"2024-01-13 14:14:34";"915";"2024-01-13 14:14:35";"2054";"1";"15";"0"
"";"31554294";"22583680";"informed_consent";"1";"2024-01-13 15:13:41";"2024-01-13 15:14:38";"2024-01-13 14:14:34";"915";"2024-01-13 14:14:35";"2054";"1";"16";"0"
"";"31554294";"22643956";"page_2";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"17";"1"
"";"31554294";"22629422";"note_topic";"1";"2024-01-13 15:13:41";"2024-01-13 15:14:42";"2024-01-13 14:14:38";"2257";"2024-01-13 14:14:40";"3668";"1";"18";"0"
"";"31554294";"22710704";"study_ai";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"19";"1"
"";"31554294";"22710705";"study_3d";"1";"2024-01-13 15:13:41";"2024-01-13 15:14:42";"2024-01-13 14:14:38";"2257";"2024-01-13 14:14:40";"3668";"1";"20";"0"
"";"31554294";"22998681";"study_goal";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"21";"1"
"";"31554294";"22639986";"study_science";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"22";"1"
"";"31554294";"22603031";"page_3";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"23";"1"
"";"31554294";"22998684";"plot_ai_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"24";"1"
"";"31554294";"22998687";"plot_science_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"25";"1"
"";"31554294";"22998685";"plot_3d_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"26";"0"
"";"31554294";"22998686";"plot_goal_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"";"27";"1"
"";"31554294";"22998688";"plot_perceived_difficulty_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"28";"0"
"";"31554294";"22998689";"plot_accuracy_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"29";"0"
"";"31554294";"22998690";"plot_perceived_informativity_1";"";"2024-01-13 15:13:41";"";"";"";"";"";"1";"30";"0"
